m,n,node,ppn,ob,ib,pc,avg,std
913,91652,286,64,32,128,16,1,0.212681,0.0227593
936,104810,428,64,32,64,24,4,0.382118,0.044179
981,91652,732,64,32,320,48,2,0.305373,0.00993819
1007,80145,958,64,32,192,8,1,0.426336,0.00365328
1048,91652,1432,64,32,320,40,2,0.691846,0.00397558
1056,204985,1095,64,32,256,48,4,0.678668,0.0215284
1064,179250,958,64,32,192,16,4,0.534137,0.0256126
1067,23961,4790,64,32,448,48,8,2.46064,0.00698817
1103,16022,958,64,32,448,48,2,0.404598,0.00474138
1114,20953,146,64,32,64,32,2,0.0527509,0.0152967
1119,9368,191,64,32,64,64,1,0.0282488,0.0179234
1146,70083,286,64,32,64,24,1,0.703345,0.00289686
1155,35834,4790,64,32,320,64,2,3.04482,0.0058436
1157,204985,2801,64,32,512,64,4,2.45916,0.00732042
1158,179250,428,64,32,128,32,2,0.599247,0.00809254
1173,20953,560,64,32,192,56,1,0.122075,0.00859982
1208,306559,1252,64,32,576,24,2,1.28658,0.0107751
1233,61284,7164,64,32,704,48,8,7.65895,0.00279138
1237,61284,7164,64,32,640,16,1,21.6311,0.00386599
1239,9368,640,64,32,256,32,1,0.141548,0.00771988
1242,458465,8192,64,32,512,64,8,10.4771,0.00710176
1265,400906,2801,64,32,192,8,4,2.22177,0.00459229
1279,204985,7164,64,32,192,32,1,19.9232,0.00259297
1284,350573,374,64,32,64,32,4,0.493909,0.0298229
1336,61284,374,64,32,192,32,1,0.105514,0.0221899
1337,35834,2801,64,32,384,64,4,1.34141,0.00994357
1349,268071,1873,64,32,704,48,2,2.01183,0.00975518
1364,119858,3203,64,32,320,48,4,1.72395,0.00347181
1367,14010,732,64,32,704,16,1,0.412349,0.00570229
1373,137066,2449,64,32,192,16,1,2.38742,0.00176189
1387,40979,2142,64,32,128,8,2,0.982178,0.00111835
1391,91652,4790,64,32,896,48,4,6.68274,0.00376477
1498,91652,146,64,32,64,32,1,0.60261,0.0077937
1511,458465,560,64,32,320,32,1,0.606669,0.00109219
1531,137066,327,64,32,256,8,1,0.159897,0.0117103
1534,23961,327,64,32,256,48,1,0.0748625,0.0260725
1550,104810,6264,64,32,64,32,1,36.8308,0.00146615
1574,16022,146,64,32,64,16,1,0.0396056,0.0357402
1579,18322,1432,64,32,768,48,1,1.0102,0.00954444
1619,80145,1638,64,32,960,56,1,1.7788,0.00525768
1629,8192,191,64,32,128,64,1,0.0198924,0.0492949
1664,16022,732,64,32,128,48,2,0.13554,0.00598542
1675,12251,4189,64,32,896,24,4,4.4411,0.000971391
1718,16022,250,64,32,64,64,1,0.0581601,0.00990524
1720,35834,837,64,32,192,16,1,0.244229,0.00725901
1734,18322,374,64,32,192,56,1,0.0739511,0.00955683
1746,204985,374,64,32,128,24,2,0.460616,0.0181512
1770,61284,560,64,32,192,40,2,0.163617,0.00961275
1817,204985,958,64,32,64,40,2,2.55481,0.017912
1829,104810,128,64,32,64,56,1,0.513913,0.00130361
1854,53590,958,64,32,192,8,2,0.368197,0.00951908
1871,204985,958,64,32,896,16,1,1.0728,0.00345974
1907,350573,837,64,32,128,40,4,0.611238,0.0209855
1911,268071,732,64,32,384,56,1,0.463262,0.0036481
1921,35834,2142,64,32,64,64,1,2.28788,0.042312
1955,119858,327,64,32,256,32,1,0.129951,0.00529768
1957,458465,560,64,32,384,32,1,0.515971,0.00505436
1958,156746,286,64,32,256,24,1,0.15472,0.00985621
1963,61284,7164,64,32,1024,40,2,15.0337,0.0012171
1966,234416,490,64,32,384,32,1,0.270713,0.00968636
1969,524288,640,64,32,64,40,2,2.12812,0.00375823
1995,400906,4189,64,32,832,32,1,7.79379,0.00119742
1998,104810,128,64,32,64,8,1,0.517528,0.00371616
2027,27401,837,64,32,128,8,1,0.242637,0.0114661
2041,12251,3203,64,32,64,64,8,0.813385,0.00961308
2057,234416,1095,64,32,128,16,8,0.611916,0.0499077
2069,40979,1638,64,32,384,8,4,1.10686,0.00279471
2072,61284,191,64,32,64,48,1,0.289385,0.00335672
2079,16022,2801,64,32,192,64,1,1.51558,0.00948799
2086,18322,250,64,32,192,40,1,0.0439128,0.00814655
2097,179250,1095,64,32,448,8,2,0.967914,0.00739737
2121,119858,640,64,32,448,56,1,0.298666,0.00993904
2124,104810,3663,64,32,192,8,8,1.8214,0.00824771
2131,70083,2142,64,32,448,56,1,1.33655,0.00553608
2155,16022,428,64,32,64,32,1,0.116623,0.00856681
2156,31335,219,64,32,64,16,2,0.1313,0.0105238
2174,31335,1095,64,32,448,8,2,0.774327,0.00278465
2213,10713,490,64,32,384,24,1,0.127444,0.00975808
2224,9368,837,64,32,128,56,4,0.145344,0.00339971
2242,14010,327,64,32,320,64,1,0.0786826,0.011631
2248,234416,490,64,32,128,16,2,0.648171,0.103729
2254,14010,640,64,32,128,8,1,0.132127,0.00543682
2255,20953,2142,64,32,448,16,1,1.4152,0.004679
2257,204985,1873,64,32,960,8,1,4.96082,0.00395311
2273,20953,1095,64,32,320,32,1,0.369544,0.00287735
2306,306559,560,64,32,128,24,4,0.403958,0.0352685
2325,524288,1432,64,32,64,64,4,2.90013,0.00576708
2331,53590,7164,64,32,576,56,8,5.9056,0.00785461
2360,268071,490,64,32,64,56,1,3.96017,0.00244627
2374,268071,3663,64,32,960,16,1,9.16615,0.00136033
2408,70083,327,64,32,64,8,1,0.839346,0.00107027
2410,524288,5478,64,32,576,40,2,8.17755,0.00820972
2421,10713,4790,64,32,64,32,4,1.91821,0.00507805
2435,458465,219,64,32,64,16,1,2.05905,0.00572191
2441,458465,4790,64,32,192,48,2,6.9324,0.00152966
2453,53590,250,64,32,64,16,1,0.322722,0.0115774
2458,35834,219,64,32,64,24,1,0.162282,0.00402126
2466,16022,4189,64,32,1024,64,4,5.05632,0.00136226
2523,400906,250,64,32,64,64,1,2.04904,0.00153394
2532,104810,2801,64,32,704,32,2,3.27611,0.00964108
2554,18322,640,64,32,320,48,2,0.186309,0.0068671
2558,179250,128,64,32,128,64,1,0.193767,0.013275
2571,268071,732,64,32,704,8,1,0.859622,0.00656471
2586,400906,1095,64,32,320,40,1,1.12552,0.00206186
2589,12251,128,64,32,64,64,2,0.0188985,0.0219751
2609,156746,1432,64,32,640,24,1,1.3224,0.00636304
2620,80145,490,64,32,320,40,1,0.160938,0.0105858
2632,53590,6264,64,32,896,48,1,11.4743,0.00100824
2641,524288,732,64,32,512,8,1,1.00537,0.00596522
2658,91652,1638,64,32,64,40,4,1.71295,0.00254652
2671,16022,8192,64,32,64,32,1,14.6772,0.00303644
2682,91652,327,64,32,64,56,2,0.872498,0.00441254
2685,137066,2142,64,32,256,56,1,1.53889,0.00179839
2699,14010,4189,64,32,192,8,8,1.21376,0.00450881
2701,40979,640,64,32,384,40,1,0.227889,0.0129067
2730,16022,560,64,32,256,32,1,0.131383,0.00525723
2739,35834,327,64,32,64,48,4,0.26954,0.044684
2781,14010,5478,64,32,128,32,16,1.10082,0.00203193
2785,104810,6264,64,32,192,16,4,4.59501,0.00296481
2822,119858,327,64,32,64,32,2,0.882971,0.00401689
2849,204985,219,64,32,192,48,1,0.263984,0.00859581
2872,35834,7164,64,32,64,56,4,8.35258,0.00162991
2879,12251,2449,64,32,960,64,1,1.97642,0.000999991
2891,9368,128,64,32,64,32,1,0.0159509,0.0228265
2897,91652,1252,64,32,896,48,1,1.07417,0.00600243
2909,9368,191,64,32,64,8,2,0.0313813,0.0222159
2924,53590,250,64,32,128,40,1,0.0782694,0.00875291
2938,14010,191,64,32,64,56,1,0.0394025,0.0129574
2940,70083,428,64,32,192,48,2,0.143165,0.00725439
2942,179250,5478,64,32,704,16,2,9.79641,0.00383107
2948,70083,732,64,32,192,8,1,0.277745,0.00423657
2972,524288,732,64,32,192,16,1,2.14108,0.00419778
3022,234416,286,64,32,192,16,1,0.350392,0.00989269
3035,10713,219,64,32,64,16,1,0.0440307,0.00998691
3083,524288,4189,64,32,256,56,16,5.3937,0.00976473
3086,204985,167,64,32,64,32,2,0.438113,0.0225404
3095,14010,1432,64,32,512,56,1,0.727537,0.00993079
3102,40979,6264,64,32,64,40,2,10.5376,0.00112269
3123,268071,837,64,32,512,24,1,0.750691,0.00858417
3152,119858,191,64,32,64,24,1,1.01082,0.00358401
3154,234416,4790,64,32,576,8,4,8.75284,0.00470391
3159,524288,2449,64,32,320,48,1,3.98792,0.00148364
3169,16022,167,64,32,64,8,1,0.0422545,0.0166997
3199,14010,1095,64,32,576,64,1,0.533557,0.00139916
3227,53590,1873,64,32,128,32,4,0.753452,0.00218108
3230,524288,1095,64,32,128,16,2,1.78204,0.00360327
3309,91652,3203,64,32,64,48,16,2.1654,0.00983498
3311,9368,374,64,32,128,16,2,0.0609686,0.00837879
3333,23961,5478,64,32,384,8,2,6.67348,0.00775253
3344,53590,286,64,32,64,24,4,0.241693,0.0655403
3406,400906,837,64,32,704,32,1,0.713786,0.00652352
3416,9368,250,64,32,192,64,1,0.037634,0.00926062
3466,16022,640,64,32,64,24,8,0.168192,0.0192583
3470,16022,5478,64,32,576,64,4,3.3844,0.00778265
3473,400906,1252,64,32,576,40,1,1.15759,0.00994025
3534,137066,4189,64,32,704,24,2,5.7979,0.00954662
3544,80145,2142,64,32,256,40,1,1.3635,0.00574705
3553,46862,219,64,32,192,8,1,0.0562274,0.014413
3559,31335,1095,64,32,704,56,1,0.684449,0.00983352
3569,53590,250,64,32,64,64,2,0.317162,0.00949122
3572,306559,3203,64,32,960,24,2,6.63083,0.0179441
3597,350573,2801,64,32,960,8,2,9.3626,0.000670487
3599,31335,219,64,32,64,40,1,0.127229,0.00436298
3639,234416,1095,64,32,256,48,4,0.681597,0.0224306
3718,20953,1252,64,32,128,48,2,0.289361,0.00997755
3721,46862,1873,64,32,256,24,4,0.730079,0.00736151
3740,9368,490,64,32,320,64,1,0.105939,0.0125835
3767,70083,250,64,32,128,48,1,0.104622,0.00310974
3772,70083,219,64,32,192,8,1,0.0756544,0.00839187
3783,12251,2801,64,32,192,40,1,1.37385,0.00763182
3809,14010,490,64,32,64,24,2,0.120175,0.00773257
3821,18322,837,64,32,640,32,1,0.373552,0.00988213
3840,53590,167,64,32,128,56,1,0.0582991,0.0140885
3857,53590,128,64,32,64,40,2,0.150419,0.00625983
3883,524288,1095,64,32,256,32,4,0.80507,0.0186419
3895,12251,2801,64,32,960,8,1,5.24725,0.00151469
3907,234416,4189,64,32,704,32,1,6.67653,0.00567645
3908,268071,640,64,32,576,8,1,0.569405,0.00676497
3942,27401,219,64,32,64,16,1,0.109237,0.00763667
3962,91652,1638,64,32,448,48,2,0.943255,0.00438865
3969,12251,958,64,32,576,48,1,0.423138,0.0099287
3973,16022,219,64,32,64,40,2,0.0544753,0.0181169
3983,8192,2801,64,32,1024,16,1,3.86484,0.00155911
3994,400906,958,64,32,192,32,2,1.01259,0.00975925
3997,18322,3203,64,32,320,24,8,1.20901,0.00525424
3998,400906,640,64,32,64,16,4,0.941225,0.0140476
4015,23961,1252,64,32,256,40,1,0.415808,0.0034702
4031,156746,4790,64,32,576,64,8,4.33447,0.0094537
4041,350573,7164,64,32,768,32,8,12.9226,0.00634797
4050,91652,8192,64,32,256,40,2,11.7114,0.00269949
4069,35834,560,64,32,384,32,1,0.182686,0.0096548
4077,119858,1095,64,32,640,32,1,0.80448,0.00719738
4087,12251,2801,64,32,960,16,2,3.43498,0.00215571
4090,53590,640,64,32,576,32,1,0.318635,0.00991288
6,91652,128,64,64,64,24,2,0.494395,0.00854399
38,9368,128,64,64,64,16,2,0.0202297,0.0180633
72,61284,5478,64,64,448,24,4,6.26689,0.00222091
73,119858,6264,64,64,640,32,2,14.1184,0.00320788
74,234416,640,64,64,320,24,2,0.402602,0.00995365
97,23961,490,64,64,64,48,4,0.294068,0.0018976
109,400906,191,64,64,128,24,1,2.25718,0.0014804
116,268071,219,64,64,192,56,1,0.494355,0.00304015
126,16022,146,64,64,64,48,1,0.0558351,0.0536391
150,35834,146,64,64,128,8,1,0.0442018,0.0133514
151,18322,428,64,64,64,32,4,0.178164,0.00297359
152,268071,250,64,64,192,64,1,0.500063,0.00543777
156,8192,2449,64,64,128,8,1,1.77243,0.00267204
159,350573,6264,64,64,192,24,1,39.5862,0.000670879
177,53590,732,64,64,192,64,1,0.30759,0.00275739
186,70083,3203,64,64,448,16,1,6.29984,0.000317116
194,137066,7164,64,64,128,64,4,18.851,0.000977037
202,10713,958,64,64,128,8,1,0.394313,0.00138531
256,119858,7164,64,64,64,40,32,11.845,0.0093852
267,458465,2449,64,64,704,64,2,3.58618,0.00901101
287,91652,286,64,64,192,40,1,0.110266,0.00968379
293,46862,1252,64,64,256,48,2,0.573013,0.00604412
332,9368,146,64,64,64,56,1,0.030805,0.0220062
343,61284,128,64,64,128,56,1,0.0371395,0.090398
369,53590,640,64,64,320,32,1,0.242892,0.00233331
403,91652,490,64,64,64,16,2,2.91975,0.000545491
416,20953,1873,64,64,192,24,4,0.608378,0.00314413
419,18322,8192,64,64,960,24,1,31.8168,6.97399e-05
432,234416,3663,64,64,320,40,4,4.00507,0.00207104
460,204985,128,64,64,64,24,2,0.988362,0.00274136
470,119858,2142,64,64,960,16,2,3.84013,0.00717355
483,179250,250,64,64,128,8,1,0.505916,0.0016599
521,27401,4189,64,64,512,16,1,11.2468,0.000363726
522,70083,560,64,64,384,64,1,0.203658,0.0172701
524,27401,191,64,64,128,8,1,0.043757,0.0158377
538,268071,1432,64,64,384,16,2,1.51919,0.0036985
549,350573,560,64,64,64,32,4,2.1134,0.00380608
555,40979,732,64,64,64,40,8,0.771148,0.0128801
571,14010,146,64,64,64,56,2,0.0414136,0.00997621
573,80145,327,64,64,64,64,2,1.61677,0.00151578
584,10713,3663,64,64,640,8,1,8.34789,0.00204348
587,23961,4189,64,64,640,40,1,7.55176,0.00105155
652,12251,1638,64,64,192,16,2,0.615144,0.0036175
686,458465,4189,64,64,192,56,1,31.1715,0.00290791
694,27401,3663,64,64,64,16,2,6.12408,0.00488825
703,31335,837,64,64,256,56,1,0.31738,0.000792288
719,9368,5478,64,64,832,56,1,9.37797,0.000343794
724,70083,5478,64,64,512,32,1,17.6645,0.000661012
725,12251,2801,64,64,192,56,2,1.39897,0.00152534
732,8192,4189,64,64,576,48,1,5.10416,0.000633595
747,104810,8192,64,64,128,8,8,10.4849,0.000487741
761,12251,1095,64,64,384,32,1,0.454913,0.00169191
773,20953,191,64,64,128,40,1,0.034639,0.0150731
775,53590,3663,64,64,448,24,8,2.54673,0.00439745
787,268071,2142,64,64,64,64,16,3.43974,0.00110748
799,137066,490,64,64,320,32,1,0.208596,0.00995591
823,119858,958,64,64,448,16,1,0.762999,0.00285595
835,234416,6264,64,64,512,48,4,9.91427,0.00711443
849,31335,5478,64,64,128,40,16,2.31736,0.00103784
850,61284,2801,64,64,640,16,4,3.40052,0.00424625
870,156746,7164,64,64,896,24,4,18.3765,0.000416362
873,179250,128,64,64,128,48,1,0.194149,0.0111448
878,119858,3203,64,64,512,56,1,5.61659,0.00126692
905,400906,2801,64,64,384,64,1,5.84704,0.00568755
914,23961,5478,64,64,1024,64,4,8.55575,0.00273166
930,119858,3203,64,64,576,24,4,3.5055,0.00356583
931,204985,958,64,64,192,24,4,1.15261,0.00185982
946,8192,167,64,64,64,56,1,0.0285785,0.0110345
955,306559,1252,64,64,320,40,2,1.25795,0.00828847
964,8192,732,64,64,320,64,1,0.196839,0.00321783
986,31335,1095,64,64,384,56,2,0.492758,0.00360862
1005,91652,837,64,64,192,24,1,0.522519,0.0045641
1024,306559,1873,64,64,192,16,4,2.85953,0.0176365
1044,137066,640,64,64,64,56,2,7.39417,0.000269193
1109,70083,250,64,64,64,56,2,0.787604,0.00127917
1130,40979,1432,64,64,512,64,1,1.13086,0.000656994
1163,524288,146,64,64,128,40,1,3.81921,0.000157261
1185,61284,732,64,64,192,32,1,0.31687,0.00369698
1196,80145,3203,64,64,448,16,2,4.28244,0.00356761
1206,23961,286,64,64,128,8,1,0.0756628,0.00983593
1220,524288,7164,64,64,704,40,1,36.2859,0.00431041
1229,137066,1638,64,64,640,24,1,1.95202,0.000759301
1238,234416,2801,64,64,256,8,2,4.94513,0.00208154
1250,80145,1252,64,64,64,32,8,1.56096,0.000877312
1271,104810,837,64,64,320,56,1,0.430031,0.00173647
1276,350573,3663,64,64,768,16,1,14.0586,0.00209827
1291,179250,167,64,64,128,16,1,0.484702,0.0017131
1347,119858,7164,64,64,256,8,2,18.788,0.00431076
1377,80145,5478,64,64,1024,40,1,22.2329,0.000851104
1412,524288,4790,64,64,640,48,2,11.0032,0.00630435
1415,91652,1873,64,64,64,64,8,2.62956,0.00100671
1464,46862,1432,64,64,192,8,2,0.774816,0.00581954
1466,18322,5478,64,64,64,8,2,9.2586,0.00565473
1469,400906,5478,64,64,384,16,8,7.3916,0.00127176
1470,524288,2449,64,64,512,56,1,4.68828,0.00366002
1601,8192,5478,64,64,576,16,4,4.79436,0.000748435
1605,20953,4790,64,64,448,16,1,10.7656,0.000369712
1644,400906,1095,64,64,1024,64,1,1.50324,0.00628456
1646,80145,428,64,64,128,32,2,0.344067,0.00322313
1657,268071,4189,64,64,640,64,4,5.50406,0.00434087
1670,12251,191,64,64,64,48,1,0.0434654,0.00689105
1728,27401,732,64,64,320,8,1,0.350936,0.00446415
1730,12251,1095,64,64,192,56,4,0.249685,0.00533926
1741,27401,219,64,64,192,56,1,0.0477843,0.00912945
1774,91652,428,64,64,384,48,1,0.165121,0.0121735
1775,27401,2449,64,64,192,56,2,1.43725,0.00186301
1786,524288,640,64,64,192,48,2,2.73065,0.00171553
1798,9368,2142,64,64,960,8,2,3.50542,0.000766851
1851,104810,640,64,64,64,8,4,2.08745,0.00153146
1864,350573,4189,64,64,1024,40,2,12.604,0.00204064
1878,234416,1638,64,64,768,48,1,2.13893,0.00103252
1894,14010,1252,64,64,128,64,8,0.263675,0.00279753
1915,9368,2801,64,64,1024,40,2,3.11067,0.00126505
1918,53590,2449,64,64,192,32,4,1.26889,0.00447099
1940,91652,837,64,64,640,40,1,0.525889,0.00954805
1976,35834,6264,64,64,896,32,1,21.0661,0.000242373
1993,14010,560,64,64,192,40,1,0.133634,0.00537468
1999,46862,250,64,64,64,56,1,0.381445,0.00250113
2003,458465,490,64,64,256,24,1,0.905027,0.0070935
2004,104810,2142,64,64,128,48,16,0.919706,0.00142089
2019,179250,250,64,64,64,8,1,4.70776,0.0026475
2074,10713,1873,64,64,192,24,2,0.709082,0.00275601
2100,16022,640,64,64,64,8,8,0.232704,0.00124091
2107,61284,146,64,64,64,16,1,0.413826,0.00141313
2115,400906,560,64,64,192,40,1,1.97356,0.00140567
2127,40979,560,64,64,256,32,1,0.193467,0.00539277
2132,137066,1252,64,64,384,24,2,0.917365,0.00321074
2157,179250,1432,64,64,384,24,2,1.14216,0.00899536
2191,61284,327,64,64,320,16,1,0.10041,0.0247026
2197,9368,640,64,64,128,24,1,0.163228,0.00648463
2201,119858,128,64,64,128,56,1,0.0960104,0.0292436
2244,104810,732,64,64,512,8,1,0.72775,0.0068781
2251,14010,3203,64,64,128,8,2,2.31214,0.00222269
2262,20953,5478,64,64,256,64,8,2.51733,0.00118029
2272,9368,3663,64,64,384,32,1,4.24441,0.000318021
2343,16022,1638,64,64,128,32,4,0.448116,0.00170553
2348,18322,3203,64,64,64,32,1,5.12166,0.00800423
2365,80145,219,64,64,192,64,1,0.0887728,0.00968085
2369,234416,219,64,64,128,64,1,0.805614,0.00180507
2370,179250,3203,64,64,320,32,2,4.15138,0.00435791
2379,46862,286,64,64,128,8,1,0.124352,0.00966961
2386,10713,146,64,64,128,16,1,0.0230936,0.00701639
2409,53590,1638,64,64,768,32,2,1.77894,0.00653264
2418,234416,146,64,64,64,40,2,1.78641,0.000744935
2419,40979,327,64,64,128,8,1,0.12494,0.00542967
2434,350573,250,64,64,192,64,1,0.817641,0.00177204
2449,23961,2142,64,64,128,8,1,1.9358,0.00142511
2454,53590,7164,64,64,64,40,4,25.0013,0.00995444
2459,204985,286,64,64,64,40,4,0.972649,0.00223875
2479,53590,5478,64,64,448,8,2,12.8694,0.00118278
2502,61284,374,64,64,64,64,2,0.982305,0.00226692
2545,119858,250,64,64,64,8,1,2.14682,0.00124456
2552,53590,1432,64,64,64,16,1,4.26477,0.00115641
2553,53590,250,64,64,128,8,1,0.0917803,0.00395957
2579,14010,1638,64,64,64,8,4,0.802328,0.00335033
2606,12251,2801,64,64,576,64,1,2.63907,0.000415199
2625,8192,191,64,64,64,16,1,0.0326983,0.00974479
2639,61284,837,64,64,704,64,1,0.517523,0.00964309
2672,16022,2449,64,64,64,32,16,1.13299,0.000471697
2689,9368,3663,64,64,128,16,4,1.57983,0.00218424
2698,104810,837,64,64,576,40,1,0.489908,0.0096179
2700,104810,128,64,64,128,48,1,0.0770562,0.0249279
2727,10713,146,64,64,128,16,1,0.0240443,0.0481532
2772,8192,1252,64,64,1024,56,1,0.852889,0.0061967
2778,46862,1432,64,64,128,24,1,1.18512,0.0027613
2799,9368,490,64,64,384,56,1,0.119998,0.00948123
2800,400906,167,64,64,64,32,1,6.91008,0.00167727
2808,31335,219,64,64,128,56,1,0.0506648,0.00744131
2812,46862,6264,64,64,768,16,4,12.8802,0.000428949
2813,234416,374,64,64,192,32,1,0.436032,0.00997763
2837,119858,146,64,64,64,48,1,1.47314,0.000475632
2857,119858,2449,64,64,320,32,4,1.70734,0.00728842
2859,53590,2142,64,64,320,24,2,1.55478,0.00532839
2865,14010,327,64,64,64,8,1,0.129564,0.00255831
2890,23961,1252,64,64,1024,16,1,1.5842,0.00239059
2892,8192,1432,64,64,320,16,4,0.482312,0.00519387
2905,23961,2142,64,64,512,40,1,2.16263,0.000758196
2947,18322,6264,64,64,192,16,32,1.85013,0.00376935
3013,137066,6264,64,64,384,16,4,9.94786,0.00166244
3028,234416,8192,64,64,64,16,16,26.3501,0.0122926
3060,46862,1252,64,64,128,24,2,0.732593,0.001861
3072,31335,1873,64,64,256,32,4,0.7464,0.00112611
3090,306559,250,64,64,128,64,1,1.35351,0.001415
3093,10713,7164,64,64,512,40,2,10.2866,0.00375124
3103,9368,732,64,64,320,32,1,0.203528,0.00433712
3104,61284,4790,64,64,256,48,8,2.68433,0.00335586
3156,40979,837,64,64,128,32,4,0.333891,0.00101361
3162,53590,560,64,64,256,24,1,0.208105,0.0051814
3179,10713,837,64,64,384,8,1,0.420823,0.00139539
3181,8192,3663,64,64,768,48,1,4.4423,0.000608625
3186,9368,1095,64,64,128,8,2,0.351385,0.00308674
3196,400906,2142,64,64,640,32,2,3.01358,0.0104415
3197,10713,3663,64,64,256,8,2,3.41839,0.0090073
3288,9368,374,64,64,64,32,4,0.0757438,0.00789527
3299,524288,4189,64,64,576,48,2,8.67285,0.00754477
3323,23961,250,64,64,64,48,2,0.130597,0.0353284
3332,268071,4189,64,64,768,48,2,8.38004,0.00469887
3342,31335,4790,64,64,320,48,2,5.00557,0.00312438
3352,156746,374,64,64,128,48,2,0.708679,0.00216675
3357,20953,732,64,64,64,40,4,0.405238,0.000807682
3361,23961,5478,64,64,384,56,4,4.00401,0.00148097
3444,61284,191,64,64,128,48,1,0.0835379,0.0218611
3448,12251,2449,64,64,832,8,2,3.63166,0.000565562
3471,18322,2449,64,64,128,64,16,0.629885,0.00123549
3516,20953,428,64,64,128,8,2,0.117554,0.00529091
3521,23961,1432,64,64,192,8,2,0.64084,0.00405168
3522,31335,3203,64,64,64,40,16,2.07694,0.00042424
3523,16022,219,64,64,64,56,1,0.0787782,0.00940504
3532,306559,191,64,64,128,16,1,1.33979,0.00300853
3541,35834,3663,64,64,768,40,1,6.83426,0.000468962
3567,306559,4790,64,64,64,40,8,15.9822,0.0253661
3580,306559,428,64,64,128,8,1,3.54525,0.000337627
3584,179250,2142,64,64,64,56,4,8.91773,0.00207201
3602,119858,286,64,64,128,64,1,0.431816,0.00937863
3612,8192,5478,64,64,64,64,32,1.5407,0.00100596
3617,234416,1252,64,64,384,48,1,1.15209,0.00782924
3626,91652,1638,64,64,832,16,1,2.30008,0.00133163
3630,12251,3663,64,64,192,40,4,1.46994,0.00236087
3641,350573,250,64,64,128,56,1,1.75513,0.00064631
3642,18322,640,64,64,320,64,2,0.197472,0.00993304
3667,70083,1873,64,64,192,48,1,1.61097,0.00451684
3669,70083,1252,64,64,768,48,1,1.0737,0.0095213
3683,458465,640,64,64,64,8,8,1.18393,0.00131196
3696,70083,3203,64,64,384,48,2,3.13932,0.00318588
3714,179250,1432,64,64,640,32,1,1.53622,0.00178869
3727,137066,490,64,64,128,24,2,0.832106,0.00203984
3732,8192,3663,64,64,512,56,2,2.8274,0.00340098
3742,400906,327,64,64,320,8,1,0.479697,0.00991352
3752,23961,490,64,64,64,32,1,0.341362,0.00188489
3766,458465,428,64,64,192,24,1,2.46112,0.00184827
3775,12251,1432,64,64,192,16,1,0.697601,0.0005103
3786,204985,640,64,64,128,40,4,1.11241,0.0545763
3804,20953,2142,64,64,576,48,1,2.01113,0.000759467
3805,156746,4189,64,64,768,16,4,8.68279,0.00164732
3808,137066,1432,64,64,832,8,1,2.71931,0.00435695
3819,179250,8192,64,64,192,24,1,36.9967,0.00401653
3820,80145,5478,64,64,960,16,4,13.0107,0.000423638
3844,23961,2142,64,64,832,40,1,2.12717,0.000891868
3850,458465,958,64,64,256,40,1,2.42641,0.00193603
3862,458465,3203,64,64,576,40,2,5.47844,0.0117417
3865,70083,958,64,64,512,24,1,0.78253,0.00993713
3875,20953,5478,64,64,384,16,8,3.89295,0.000560182
3892,31335,640,64,64,192,48,1,0.208545,0.00184984
3917,61284,2142,64,64,768,64,1,2.61353,0.000556275
3968,31335,5478,64,64,448,64,4,4.61291,0.0019647
