m,n,node,ppn,ob,ib,pc,avg,std
1113,204985,128,64,8,128,56,1,0.0702944,0.105633
1144,31335,146,64,8,128,24,1,0.0358863,0.0868209
1169,137066,1432,64,8,896,56,1,1.45731,0.0133998
1178,306559,1095,64,8,960,24,1,1.28141,0.0210436
1182,61284,4790,64,8,768,48,4,5.9112,0.00930424
1195,23961,146,64,8,64,48,2,0.0512413,0.205043
1241,12251,428,64,8,128,8,2,0.085061,0.064989
1260,156746,191,64,8,64,32,2,0.127435,0.0960464
1268,80145,1638,64,8,128,48,8,0.696279,0.0894487
1269,61284,1873,64,8,384,16,4,1.24784,0.016711
1285,350573,4790,64,8,384,64,2,4.21329,0.00966306
1287,524288,958,64,8,896,56,1,1.11805,0.0125252
1304,31335,4189,64,8,192,56,1,2.57454,0.00987174
1305,61284,2801,64,8,320,16,4,1.5224,0.0177314
1331,16022,8192,64,8,640,64,4,6.15204,0.0210865
1340,350573,191,64,8,128,48,1,0.15693,0.0491861
1371,12251,128,64,8,64,64,2,0.0220853,0.121636
1402,18322,374,64,8,256,24,1,0.0844999,0.0606805
1411,35834,1252,64,8,640,32,1,0.857504,0.0289466
1474,400906,4189,64,8,512,40,1,5.20388,0.0245232
1487,27401,286,64,8,256,24,1,0.0668065,0.0834562
1495,137066,837,64,8,64,32,4,0.60095,0.0320648
1506,91652,4189,64,8,1024,32,2,9.13078,0.0093655
1510,14010,560,64,8,192,64,2,0.118644,0.0377955
1530,400906,3663,64,8,576,48,4,5.19854,0.0225043
1539,9368,374,64,8,320,56,1,0.0770398,0.0758503
1560,119858,8192,64,8,640,64,2,9.8714,0.0281288
1571,458465,1095,64,8,960,8,1,2.06333,0.0113943
1593,204985,1252,64,8,896,48,1,1.24644,0.0130655
1599,53590,1638,64,8,576,40,2,1.18766,0.0169557
1625,61284,5478,64,8,256,32,2,3.26704,0.0127112
1632,524288,640,64,8,256,56,2,0.434523,0.0387016
1641,31335,191,64,8,128,32,1,0.0418503,0.0845663
1666,70083,1638,64,8,960,24,1,2.02335,0.00872688
1676,350573,837,64,8,256,32,2,0.53292,0.0337025
1686,23961,327,64,8,320,32,1,0.080588,0.024862
1687,119858,7164,64,8,1024,48,2,15.4859,0.00866753
1698,53590,837,64,8,448,24,1,0.415745,0.022818
1713,35834,128,64,8,128,24,1,0.0239705,0.0436319
1729,31335,1432,64,8,192,64,2,0.395898,0.00427347
1745,40979,2142,64,8,576,16,2,2.01978,0.00482372
1753,18322,1432,64,8,448,24,2,0.7498,0.00770946
1755,179250,560,64,8,64,24,8,0.509135,0.11758
1762,306559,191,64,8,64,24,1,0.285909,0.0212302
1779,20953,5478,64,8,320,24,4,2.54087,0.0142385
1816,61284,8192,64,8,320,16,2,7.83809,0.00939236
1832,119858,2142,64,8,64,16,2,1.82047,0.010157
1858,10713,167,64,8,64,48,2,0.0339865,0.158426
1869,10713,2801,64,8,320,16,8,1.06124,0.00958282
1880,104810,219,64,8,64,64,2,0.139239,0.0838069
1887,350573,167,64,8,64,8,2,0.195364,0.0716806
1888,18322,1638,64,8,256,8,1,0.684525,0.00869389
1903,204985,1095,64,8,192,8,4,0.685014,0.0347805
1909,350573,219,64,8,64,64,2,0.27479,0.0307134
1910,458465,128,64,8,128,32,1,0.0829285,0.085686
1927,40979,640,64,8,128,64,1,0.187172,0.00786746
1978,306559,7164,64,8,128,16,16,11.3373,0.0110626
1979,268071,732,64,8,256,32,2,0.402875,0.0375614
2026,91652,128,64,8,64,48,2,0.0626419,0.248067
2029,91652,2449,64,8,320,48,2,1.24757,0.0155678
2032,9368,1638,64,8,576,48,1,0.761424,0.0183968
2045,204985,6264,64,8,64,56,4,9.93141,0.00501926
2064,20953,837,64,8,832,64,1,0.438547,0.00970548
2089,179250,4790,64,8,448,16,8,5.88608,0.0208285
2106,91652,4189,64,8,128,8,2,2.12408,0.0099099
2128,8192,428,64,8,320,32,1,0.0850493,0.0389594
2136,12251,8192,64,8,576,48,1,6.69615,0.0285945
2159,234416,2142,64,8,960,16,1,4.16904,0.00709973
2195,400906,250,64,8,192,56,1,0.174016,0.04512
2208,80145,1638,64,8,64,56,16,1.24611,0.0922971
2216,268071,5478,64,8,256,48,1,6.30163,0.0061861
2263,53590,2449,64,8,64,16,4,1.18702,0.0217639
2275,16022,732,64,8,384,40,1,0.247408,0.0279523
2276,14010,4790,64,8,960,16,2,6.74001,0.00915231
2318,104810,3203,64,8,448,64,1,2.26364,0.026388
2321,306559,732,64,8,640,64,1,0.529577,0.00630637
2323,119858,7164,64,8,256,40,4,4.26699,0.0276633
2337,80145,1873,64,8,896,8,1,4.31972,0.00852513
2338,16022,732,64,8,64,24,8,0.175321,0.319481
2356,40979,286,64,8,128,40,1,0.0879151,0.03402
2357,179250,146,64,8,64,32,2,0.128682,0.0823815
2358,8192,428,64,8,192,8,2,0.0912524,0.0579695
2375,18322,2801,64,8,192,56,1,1.01461,0.0181639
2388,35834,167,64,8,64,16,1,0.122415,0.0439893
2390,70083,146,64,8,64,48,2,0.0832129,0.188677
2391,12251,560,64,8,128,40,4,0.103354,0.0470877
2423,61284,428,64,8,320,32,1,0.126241,0.0397486
2431,400906,167,64,8,128,40,1,0.157654,0.0473097
2439,10713,958,64,8,128,8,2,0.196404,0.00991535
2481,61284,428,64,8,320,8,1,0.152593,0.0285934
2492,400906,2801,64,8,640,56,4,4.03493,0.00749628
2496,156746,2801,64,8,64,48,16,4.10285,0.0254873
2530,53590,5478,64,8,704,8,4,11.3559,0.0126113
2544,204985,428,64,8,64,40,2,0.393866,0.0369776
2573,46862,128,64,8,64,16,1,0.0828311,0.0927526
2585,10713,6264,64,8,448,40,4,3.02634,0.0216752
2590,350573,327,64,8,64,24,4,0.443991,0.0662121
2591,31335,732,64,8,512,40,1,0.333637,0.016363
2598,40979,3203,64,8,832,32,1,3.62296,0.00904104
2617,350573,2449,64,8,320,40,4,2.18551,0.0188971
2623,204985,374,64,8,64,24,4,0.296854,0.0926878
2626,104810,167,64,8,128,40,1,0.0932111,0.0634536
2659,137066,374,64,8,64,32,2,0.268625,0.0906957
2740,9368,837,64,8,64,64,2,0.156271,0.00272617
2761,80145,167,64,8,64,56,2,0.0903257,0.180742
2762,14010,560,64,8,256,48,1,0.133663,0.021224
2765,350573,286,64,8,64,40,4,0.352582,0.0784084
2782,18322,3663,64,8,64,16,4,1.165,0.0220342
2783,10713,560,64,8,64,64,4,0.0968211,0.190243
2791,18322,3663,64,8,768,56,2,3.21093,0.00987674
2805,10713,8192,64,8,256,64,4,2.68722,0.0107391
2814,137066,6264,64,8,768,48,4,8.85955,0.004748
2828,31335,428,64,8,320,40,1,0.109862,0.0422102
2831,119858,327,64,8,64,32,1,0.379286,0.0275122
2834,80145,1873,64,8,320,64,2,0.882284,0.0208818
2836,350573,1095,64,8,448,40,1,0.829708,0.0175368
2838,268071,327,64,8,128,64,1,0.248614,0.0288239
2842,119858,490,64,8,64,48,1,0.526688,0.0187326
2926,268071,732,64,8,64,32,2,0.833468,0.0158749
2957,35834,3663,64,8,704,40,1,3.54411,0.0245285
2959,179250,4790,64,8,640,8,4,9.82491,0.0045036
2979,524288,958,64,8,192,24,4,0.836281,0.0280022
2985,12251,3663,64,8,512,8,1,4.27003,0.00949061
3018,156746,1432,64,8,256,32,1,0.746589,0.0078911
3023,234416,7164,64,8,448,48,8,9.09171,0.0148827
3039,156746,958,64,8,576,56,1,0.670394,0.0232468
3055,40979,1432,64,8,256,40,1,0.507474,0.00996996
3233,31335,250,64,8,64,24,2,0.0774517,0.17635
3259,156746,3663,64,8,192,48,16,3.52081,0.0263985
3296,27401,3663,64,8,768,64,1,3.58314,0.0161876
3318,119858,1252,64,8,512,8,2,1.72911,0.0135215
3375,350573,837,64,8,384,32,1,0.591671,0.0146694
3388,91652,6264,64,8,128,48,2,3.5579,0.0070453
3412,137066,4189,64,8,960,16,1,9.78096,0.0099015
3415,14010,1873,64,8,128,8,8,0.427323,0.0647553
3437,61284,374,64,8,64,24,4,0.155217,0.205801
3446,204985,191,64,8,64,16,1,0.241966,0.0279998
3481,14010,3663,64,8,64,8,16,1.01733,0.122987
3483,35834,219,64,8,64,40,1,0.15494,0.0268208
3485,27401,191,64,8,128,64,1,0.0381994,0.0743924
3514,458465,3663,64,8,320,16,8,5.76012,0.00981747
3558,458465,490,64,8,128,56,2,0.374968,0.15683
3566,20953,3203,64,8,256,32,1,1.54763,0.0214006
3579,31335,7164,64,8,256,40,1,7.45453,0.0170072
3603,53590,219,64,8,64,24,2,0.106281,0.132132
3633,204985,490,64,8,64,64,1,0.664851,0.0128044
3636,104810,8192,64,8,640,24,8,11.5492,0.0151855
3680,137066,327,64,8,128,24,1,0.195923,0.0431912
3684,23961,1638,64,8,64,56,1,0.824614,0.00603641
3690,23961,167,64,8,64,16,1,0.071949,0.0506874
3704,204985,428,64,8,64,48,1,0.579463,0.0160096
3724,400906,640,64,8,320,8,2,0.513929,0.0342974
3769,70083,286,64,8,64,56,4,0.132513,0.226714
3771,119858,128,64,8,64,40,2,0.070061,0.20206
3789,234416,5478,64,8,128,64,4,3.5258,0.00987207
3806,27401,5478,64,8,768,40,4,5.9602,0.00856719
3823,524288,958,64,8,192,56,1,0.714888,0.022367
3824,91652,7164,64,8,960,16,4,16.4153,0.00401996
3831,104810,286,64,8,128,24,2,0.119196,0.112118
3873,16022,8192,64,8,192,64,2,4.63436,0.00809762
3878,234416,1432,64,8,512,56,2,1.28719,0.0162979
3914,12251,6264,64,8,704,16,4,6.16416,0.00285239
3930,40979,2449,64,8,256,48,8,1.02979,0.0449003
3944,350573,167,64,8,64,8,2,0.19571,0.0688007
3945,234416,146,64,8,64,40,2,0.145963,0.0991495
3959,80145,5478,64,8,448,40,4,4.14575,0.0190335
3974,27401,1095,64,8,320,8,1,0.525747,0.00830558
3977,268071,2142,64,8,128,16,16,2.76921,0.0403775
3979,61284,8192,64,8,640,8,2,15.7992,0.0093627
4023,268071,374,64,8,64,32,2,0.381243,0.0284681
4026,31335,1252,64,8,128,8,8,0.374049,0.115898
4049,306559,3663,64,8,192,32,4,2.66494,0.00985092
4088,204985,146,64,8,64,48,1,0.230873,0.0308802
0,23961,2801,64,16,576,16,1,2.46586,0.00893166
29,70083,7164,64,16,960,24,4,13.5325,0.00742312
44,350573,490,64,16,320,8,1,0.453672,0.00898508
46,104810,8192,64,16,64,16,32,14.2472,0.0111503
61,53590,374,64,16,128,24,1,0.126251,0.0118414
77,458465,490,64,16,64,56,1,1.90084,0.00618255
81,20953,8192,64,16,832,24,1,12.2581,0.0094435
94,14010,3663,64,16,192,24,8,0.88803,0.00633466
107,400906,7164,64,16,384,24,1,15.6096,0.0115151
120,70083,219,64,16,192,32,1,0.0705152,0.0187335
135,70083,428,64,16,320,32,1,0.126028,0.0199991
160,137066,1873,64,16,192,48,4,0.868411,0.0287632
176,23961,640,64,16,640,16,1,0.330715,0.0155781
182,12251,2449,64,16,256,32,2,0.706012,0.00677944
198,31335,1638,64,16,576,64,2,0.990397,0.00954133
220,524288,1873,64,16,960,48,1,3.1416,0.00654845
223,137066,374,64,16,128,64,1,0.44543,0.0169881
247,458465,250,64,16,192,24,1,0.404075,0.0098218
253,18322,3203,64,16,384,32,4,1.44347,0.00626311
268,20953,3663,64,16,704,64,2,2.84478,0.0173573
337,27401,286,64,16,128,24,1,0.0647793,0.0150622
357,458465,128,64,16,64,16,1,0.439063,0.0102018
373,234416,1095,64,16,256,24,1,0.870049,0.00430224
409,35834,167,64,16,64,64,1,0.120581,0.0142772
424,53590,3203,64,16,640,40,4,3.05427,0.0260994
439,104810,4790,64,16,192,32,1,5.13961,0.00901325
442,10713,958,64,16,192,8,4,0.228603,0.0109385
449,119858,5478,64,16,448,64,4,4.19939,0.0144974
451,458465,837,64,16,128,16,4,0.687125,0.0395319
508,20953,7164,64,16,192,40,4,2.53261,0.00446204
536,12251,4790,64,16,896,56,4,4.19202,0.00414219
560,9368,560,64,16,256,16,2,0.151556,0.01875
561,70083,1095,64,16,832,56,1,0.795276,0.00957908
583,27401,4790,64,16,256,40,1,3.64545,0.01498
601,524288,560,64,16,384,32,1,0.482455,0.0110705
604,234416,732,64,16,256,40,2,0.399633,0.0231289
612,18322,1638,64,16,640,40,1,0.956391,0.00226987
628,268071,374,64,16,128,24,1,0.5712,0.0388047
629,31335,958,64,16,256,64,1,0.282017,0.00586902
633,27401,5478,64,16,832,8,2,11.1371,0.00190872
688,179250,490,64,16,256,16,1,0.27017,0.0133445
692,18322,1432,64,16,192,32,1,0.365777,0.00730146
709,268071,1432,64,16,192,24,2,0.955407,0.0265644
720,204985,8192,64,16,256,16,8,6.95017,0.00687119
728,91652,146,64,16,64,64,2,0.181562,0.0566245
752,179250,1095,64,16,320,56,1,0.622398,0.00584363
768,80145,2449,64,16,128,64,4,1.00027,0.0279348
811,524288,3663,64,16,448,32,4,4.43034,0.00971172
833,40979,1252,64,16,128,8,1,0.461196,0.00805729
868,179250,219,64,16,64,40,1,0.748152,0.00623839
880,16022,4790,64,16,960,48,1,5.19653,0.00559504
927,350573,191,64,16,64,32,1,0.665242,0.0444957
957,35834,1873,64,16,320,16,2,0.865347,0.00771624
961,119858,4790,64,16,576,64,1,5.08905,0.0213617
976,27401,2142,64,16,960,56,1,2.06803,0.0056982
980,8192,146,64,16,64,32,1,0.0213352,0.0522393
1003,31335,1252,64,16,384,24,2,0.613457,0.00707816
1008,70083,3663,64,16,768,8,4,8.88493,0.00627781
1043,91652,2142,64,16,384,56,1,1.13547,0.00339338
1047,70083,7164,64,16,448,64,1,9.47619,0.0169173
1060,104810,2449,64,16,256,64,2,1.1269,0.00942042
1077,16022,4189,64,16,64,48,4,1.61183,0.00319501
1080,10713,1432,64,16,320,32,1,0.426573,0.00713903
1081,234416,146,64,16,64,16,2,0.253602,0.0367774
1123,204985,374,64,16,64,32,2,0.532968,0.0189082
1143,9368,5478,64,16,832,40,4,4.29925,0.00924495
1145,137066,327,64,16,128,40,1,0.441703,0.0267551
1156,80145,8192,64,16,832,16,8,14.9321,0.00730483
1172,104810,1873,64,16,256,16,1,1.05078,0.00806904
1176,204985,640,64,16,320,32,2,0.334111,0.0331034
1186,204985,4189,64,16,128,40,2,3.71975,0.00935858
1222,27401,167,64,16,64,48,2,0.0828751,0.0503363
1224,104810,4790,64,16,128,8,32,4.20553,0.04252
1244,40979,3663,64,16,192,24,1,2.36924,0.0154723
1245,46862,4790,64,16,704,64,1,4.89606,0.0146172
1253,119858,5478,64,16,320,48,16,4.57003,0.0152099
1255,400906,5478,64,16,512,24,8,10.116,0.0142714
1339,119858,1252,64,16,128,24,2,0.692317,0.016005
1396,156746,327,64,16,128,64,1,0.449443,0.00970282
1409,12251,6264,64,16,128,64,4,1.67592,0.00239086
1416,156746,2801,64,16,512,40,1,2.6608,0.00816943
1421,104810,640,64,16,320,64,1,0.260171,0.0148862
1440,156746,2449,64,16,192,40,2,1.34528,0.00956083
1448,179250,5478,64,16,768,64,4,7.48825,0.0181581
1450,53590,3203,64,16,320,64,1,1.89013,0.0147556
1476,46862,286,64,16,256,8,1,0.083836,0.0500889
1480,61284,167,64,16,64,32,2,0.139064,0.0642287
1497,61284,3203,64,16,640,40,4,2.93413,0.0055238
1509,61284,1095,64,16,640,48,1,0.706302,0.00946672
1516,524288,3203,64,16,256,32,1,3.86522,0.00995663
1522,8192,4189,64,16,960,56,4,3.40695,0.00446012
1523,46862,3203,64,16,256,64,2,1.28915,0.00821389
1532,35834,167,64,16,128,56,1,0.0432116,0.0589664
1536,53590,490,64,16,128,48,1,0.167718,0.00628435
1551,91652,428,64,16,192,48,2,0.179918,0.0173585
1562,53590,490,64,16,256,64,1,0.14311,0.015407
1582,53590,6264,64,16,576,40,8,5.4741,0.0200333
1609,234416,146,64,16,64,64,1,0.61576,0.00978459
1645,9368,428,64,16,64,48,1,0.0803828,0.00940904
1682,18322,3663,64,16,192,40,2,1.19061,0.00902005
1697,18322,167,64,16,128,32,1,0.0289231,0.0592091
1699,137066,7164,64,16,320,40,4,4.93176,0.00982035
1701,524288,4790,64,16,704,64,1,7.48579,0.0130088
1712,80145,490,64,16,320,32,1,0.156244,0.0193356
1716,12251,3203,64,16,896,48,1,2.80709,0.00790069
1747,10713,1252,64,16,128,8,1,0.299774,0.00909552
1784,14010,7164,64,16,384,40,16,2.98521,0.00510086
1820,8192,286,64,16,64,32,1,0.0428059,0.0195242
1828,91652,8192,64,16,896,56,1,14.2708,0.00839333
1866,80145,7164,64,16,960,40,4,11.6678,0.00558649
1873,9368,1432,64,16,64,24,8,0.289235,0.117995
1936,119858,732,64,16,64,64,2,0.936896,0.0188235
1943,40979,6264,64,16,576,64,8,4.97548,0.00912526
1959,70083,167,64,16,64,32,2,0.171439,0.0628402
1985,61284,3663,64,16,576,48,2,3.13058,0.0169991
2000,268071,1873,64,16,896,16,2,3.76638,0.0096713
2028,70083,191,64,16,128,64,1,0.0916691,0.0226951
2046,156746,6264,64,16,1024,64,4,13.8441,0.0146874
2076,458465,837,64,16,256,48,2,0.655408,0.0241423
2101,9368,490,64,16,192,64,1,0.085348,0.0127865
2111,46862,1252,64,16,64,32,8,0.528571,0.0781389
2114,400906,1873,64,16,512,56,1,1.99276,0.0153059
2140,70083,640,64,16,576,16,1,0.350678,0.0147401
2168,70083,640,64,16,128,24,1,0.302966,0.00632452
2179,61284,4790,64,16,576,24,4,4.65651,0.0228978
2190,524288,2801,64,16,640,32,1,3.79699,0.00968753
2198,137066,490,64,16,448,32,1,0.231684,0.0177172
2200,91652,3663,64,16,384,48,2,2.22549,0.0224214
2214,91652,5478,64,16,192,32,16,2.94821,0.0254012
2231,179250,128,64,16,64,32,2,0.148715,0.0349847
2250,27401,374,64,16,64,16,1,0.182558,0.0119215
2256,23961,1252,64,16,960,16,1,1.141,0.00970408
2260,9368,250,64,16,128,40,1,0.0352149,0.0382723
2277,27401,560,64,16,64,24,1,0.275058,0.00923191
2299,137066,5478,64,16,512,56,2,5.83378,0.0199102
2303,31335,128,64,16,64,64,2,0.0626958,0.0271876
2312,20953,286,64,16,128,8,2,0.0654763,0.0460199
2315,524288,1095,64,16,128,32,2,1.12322,0.00992038
2319,40979,2142,64,16,64,40,1,2.16638,0.0020823
2334,156746,958,64,16,128,16,2,0.677316,0.0310607
2342,458465,2449,64,16,448,40,4,2.61788,0.0243532
2406,27401,837,64,16,256,16,2,0.285788,0.00733717
2430,350573,6264,64,16,1024,24,4,19.6551,0.0049055
2437,35834,2801,64,16,640,40,4,2.27857,0.0256192
2451,268071,732,64,16,128,24,4,0.437828,0.0510404
2482,16022,1873,64,16,64,32,2,0.619614,0.00476663
2556,458465,1095,64,16,448,40,2,0.892575,0.0206117
2557,70083,374,64,16,320,8,1,0.130838,0.0145296
2605,350573,167,64,16,64,64,1,0.650507,0.010075
2613,35834,128,64,16,128,16,1,0.0235499,0.0484829
2654,14010,4189,64,16,512,40,2,2.65761,0.0140022
2657,12251,3663,64,16,320,16,4,1.45603,0.00716765
2669,12251,1432,64,16,128,64,4,0.265194,0.00821498
2673,27401,2801,64,16,576,32,1,1.98294,0.00786995
2681,350573,3663,64,16,896,48,2,6.51618,0.0185954
2687,70083,8192,64,16,1024,32,8,17.8741,0.00607415
2713,156746,1252,64,16,256,16,1,0.762269,0.00183347
2721,18322,3663,64,16,192,32,1,1.99692,0.00831081
2729,16022,191,64,16,64,8,2,0.048094,0.0820187
2767,204985,2449,64,16,64,32,32,5.77039,0.0204862
2768,46862,2142,64,16,896,32,1,2.34532,0.00981313
2774,204985,167,64,16,64,8,2,0.251027,0.0339589
2794,350573,1252,64,16,128,48,2,1.06961,0.0202612
2824,9368,640,64,16,256,48,1,0.1458,0.0109839
2845,234416,4790,64,16,448,16,2,5.33804,0.0158127
2862,91652,146,64,16,64,8,1,0.441314,0.104894
2864,268071,374,64,16,128,24,2,0.288884,0.0399641
2871,18322,2449,64,16,512,48,4,1.56452,0.00902032
2916,104810,1095,64,16,768,40,1,0.906596,0.00568213
2937,12251,1638,64,16,64,24,8,0.362782,0.0949167
2945,27401,4189,64,16,64,16,2,3.32676,0.000989475
2952,458465,146,64,16,128,64,1,0.418021,0.0143622
2953,350573,1432,64,16,512,48,2,1.39682,0.0158522
2963,400906,374,64,16,256,56,1,0.354986,0.00924756
2975,400906,8192,64,16,64,64,4,27.0872,0.00213801
2978,53590,2142,64,16,320,32,2,0.975011,0.0071857
2984,156746,1638,64,16,896,16,1,2.64642,0.00534538
2991,20953,4189,64,16,704,40,2,3.44319,0.00998555
3003,27401,5478,64,16,960,56,4,6.63598,0.0116884
3016,27401,1638,64,16,576,40,2,1.00762,0.00978755
3062,137066,128,64,16,64,40,1,0.363837,0.00855578
3063,524288,1252,64,16,576,40,1,1.29814,0.00374275
3074,156746,7164,64,16,704,64,4,9.43249,0.0318231
3075,35834,837,64,16,384,56,2,0.347514,0.0154263
3076,31335,1432,64,16,320,64,2,0.523265,0.00880915
3105,80145,6264,64,16,832,48,1,9.48019,0.0097654
3114,61284,4189,64,16,960,64,4,5.44194,0.00985698
3119,204985,490,64,16,256,16,1,0.30105,0.00959469
3149,14010,1873,64,16,128,8,1,0.598603,0.00892904
3167,53590,128,64,16,64,48,1,0.152432,0.0206157
3172,204985,327,64,16,128,32,2,0.255346,0.0437299
3188,20953,640,64,16,448,40,1,0.211648,0.0210341
3190,46862,8192,64,16,320,32,4,5.01073,0.00934455
3201,400906,732,64,16,384,32,1,0.608443,0.0131105
3203,31335,3663,64,16,192,40,1,2.24618,0.0072453
3228,16022,8192,64,16,128,64,4,2.7518,0.000931807
3246,12251,3203,64,16,768,40,4,2.49314,0.00321833
3249,91652,837,64,16,256,40,2,0.361961,0.00967736
3281,156746,1873,64,16,448,64,4,1.42082,0.0217499
3295,70083,490,64,16,128,40,1,0.230718,0.00800906
3298,104810,3663,64,16,384,64,4,2.29663,0.0220361
3306,156746,7164,64,16,896,24,2,14.6975,0.00692758
3320,61284,4189,64,16,576,64,2,3.48736,0.0207463
3386,350573,167,64,16,64,48,2,0.292603,0.029866
3400,80145,6264,64,16,320,40,8,3.44705,0.00842188
3435,23961,2801,64,16,384,24,4,1.37789,0.00983759
3476,458465,128,64,16,64,8,2,0.197868,0.0344091
3491,53590,428,64,16,192,16,2,0.145073,0.0235494
3501,20953,167,64,16,128,8,1,0.032733,0.0681003
3508,524288,6264,64,16,576,48,8,12.0201,0.0197588
3535,156746,6264,64,16,704,48,8,9.07985,0.0257502
3538,12251,428,64,16,128,40,2,0.0750116,0.0147274
3577,91652,1873,64,16,384,24,1,1.11219,0.00769795
3697,156746,1252,64,16,192,64,1,0.849346,0.00249753
3699,12251,2142,64,16,448,64,2,0.888849,0.0061325
3700,18322,560,64,16,256,40,1,0.150687,0.014045
3702,80145,4189,64,16,256,8,1,4.90839,0.0139604
3709,27401,428,64,16,192,64,2,0.106568,0.0160354
3712,156746,5478,64,16,320,8,1,9.1227,0.012357
3737,35834,4189,64,16,576,24,1,3.77494,0.0140584
3764,9368,4189,64,16,128,48,2,1.24805,0.00316938
3765,91652,560,64,16,192,48,2,0.210907,0.0187747
3794,104810,1638,64,16,128,16,2,0.948186,0.0141871
3815,179250,1638,64,16,64,64,8,1.72095,0.0249843
3835,20953,732,64,16,192,16,1,0.179308,0.00744216
3849,156746,1432,64,16,128,56,4,0.737371,0.034173
3900,23961,128,64,16,64,8,2,0.0476328,0.0641806
3902,10713,146,64,16,64,16,1,0.0308797,0.0740492
3921,179250,4790,64,16,640,56,2,5.78583,0.0261789
3929,400906,1252,64,16,64,32,16,3.2773,0.0181609
3956,179250,167,64,16,128,16,1,0.280091,0.0147126
3975,31335,3203,64,16,704,40,4,2.8224,0.00298217
3987,458465,2142,64,16,640,56,2,2.62225,0.0318284
4000,9368,8192,64,16,960,40,4,7.03271,0.00856961
4006,458465,2801,64,16,704,64,2,3.91889,0.0228176
4012,179250,1432,64,16,384,40,1,0.863445,0.00925635
4016,350573,146,64,16,64,64,2,0.28819,0.0179412
4029,12251,146,64,16,128,24,1,0.0211081,0.0828273
4036,400906,4189,64,16,256,16,4,3.7961,0.00997943
4039,268071,146,64,16,128,16,1,0.365097,0.0217017
4044,61284,4790,64,16,704,8,4,9.28875,0.00568939
4053,91652,6264,64,16,1024,40,2,13.5157,0.00991774
4067,119858,5478,64,16,384,32,1,6.8306,0.013738
4089,8192,1638,64,16,320,64,2,0.468734,0.00840305
23,204985,327,64,32,320,8,1,0.187067,0.0123494
42,234416,732,64,32,704,16,1,0.644055,0.0072901
45,306559,128,64,32,64,56,2,0.283191,0.0199361
52,40979,732,64,32,384,8,1,0.399368,0.00985475
79,8192,219,64,32,64,24,1,0.0335796,0.0125262
93,524288,4189,64,32,384,8,8,6.03209,0.00723326
95,8192,5478,64,32,320,24,16,1.637,0.00690923
100,268071,560,64,32,64,56,4,0.667664,0.0251852
185,91652,1432,64,32,512,48,1,1.00498,0.00629018
216,104810,2801,64,32,128,56,2,2.65336,0.000955595
227,70083,2449,64,32,960,8,1,6.21004,0.00149719
244,53590,5478,64,32,64,40,2,11.1254,0.00981972
249,179250,732,64,32,64,32,2,1.9876,0.0105202
269,137066,1638,64,32,384,32,4,0.962494,0.00366398
274,20953,3663,64,32,640,32,4,2.72743,0.00629111
329,35834,560,64,32,64,64,2,0.414879,0.00207955
336,20953,2801,64,32,256,8,4,1.31335,0.00589011
342,458465,3203,64,32,512,24,2,4.68044,0.00963189
375,16022,327,64,32,128,40,1,0.0526218,0.0288191
377,524288,374,64,32,128,48,2,0.528627,0.0830339
380,61284,428,64,32,384,56,1,0.153734,0.00990844
405,10713,250,64,32,64,16,1,0.0477893,0.0142987
420,8192,1432,64,32,64,40,1,0.527811,0.00624147
425,119858,837,64,32,448,32,1,0.478646,0.0117487
445,306559,2801,64,32,128,16,16,2.1852,0.02676
452,10713,958,64,32,64,32,8,0.187574,0.00520377
487,306559,1252,64,32,832,16,1,1.59824,0.00605672
496,400906,1252,64,32,192,48,2,1.45117,0.00327296
499,14010,219,64,32,64,56,1,0.050688,0.00993157
504,46862,250,64,32,128,32,1,0.0683784,0.00949975
544,31335,219,64,32,192,32,1,0.0458344,0.00721363
565,119858,1638,64,32,640,24,2,1.58158,0.00970324
580,8192,3663,64,32,960,48,2,3.03171,0.00318178
605,137066,1638,64,32,576,8,1,2.13285,0.00484993
625,14010,5478,64,32,512,64,2,3.88662,0.00564873
626,31335,1638,64,32,640,32,1,1.15123,0.00455182
630,234416,4790,64,32,256,16,2,6.22213,0.00324097
636,80145,8192,64,32,576,64,8,7.29902,0.00944724
656,91652,3203,64,32,448,16,1,3.77555,0.000912312
666,40979,250,64,32,64,48,2,0.204029,0.00749141
671,35834,8192,64,32,960,8,2,27.1227,0.00225069
675,179250,5478,64,32,512,64,2,6.59338,0.00681691
687,156746,250,64,32,64,16,2,0.59601,0.0096388
689,204985,640,64,32,448,8,1,0.433107,0.00981321
696,119858,4790,64,32,128,56,16,2.08877,0.021189
699,458465,374,64,32,320,8,1,0.527777,0.0072611
705,40979,219,64,32,192,64,1,0.0521308,0.00972888
758,268071,560,64,32,128,24,4,0.389333,0.0421266
770,400906,7164,64,32,320,40,16,7.9897,0.00656624
792,400906,327,64,32,320,48,1,0.409316,0.00869359
796,27401,490,64,32,192,56,1,0.108376,0.00979922
809,400906,167,64,32,64,48,2,0.490409,0.0210722
817,458465,7164,64,32,384,24,4,8.57404,0.00750212
820,104810,428,64,32,128,64,2,0.349903,0.00581021
821,27401,837,64,32,256,16,1,0.271943,0.00292564
865,70083,1873,64,32,384,64,2,0.989495,0.00532289
886,46862,7164,64,32,832,24,4,10.0772,0.00395511
888,9368,5478,64,32,128,24,16,1.01485,0.00425463
901,35834,7164,64,32,64,24,4,8.53923,0.0115299
