m,n,avg,std
62780,7052,73,0.0113514,0.00807904
62796,2400,583,0.115347,0.00673186
62812,7322,189,0.0610527,0.00959186
62828,499,78,0.000960707,0.0258424
62844,24743,79,0.0582026,0.00446163
62860,478,303,0.0097882,0.00945443
62876,2076,483,0.0754648,0.00688288
62892,1676,424,0.0476316,0.00995023
62908,13299,124,0.0665014,0.00713471
62924,793,445,0.0274276,0.0097678
62940,5255,245,0.0640981,0.0044635
62956,581,350,0.0147924,0.00932595
62972,259,78,0.000619463,0.0540455
62988,1258,110,0.00453557,0.01497
63004,15249,73,0.0329242,0.00314051
63020,609,154,0.00399047,0.0339983
63036,1319,70,0.00198671,0.0200585
63052,327,247,0.0046295,0.0149832
63068,306,110,0.00115011,0.0255386
63084,2410,245,0.0309191,0.0127004
63100,175,103,0.000765086,0.0433821
63116,14925,64,0.0277958,0.00975085
63132,657,151,0.00430772,0.00827657
63148,427,318,0.00947967,0.0175117
63164,706,315,0.0148733,0.00990441
63180,2424,92,0.00679254,0.0162648
63196,5229,88,0.0120248,0.00982449
63212,3415,143,0.018404,0.00272607
63228,3746,143,0.0195717,0.00977334
63244,1273,640,0.0684339,0.00530972
63260,2800,92,0.00773587,0.0050854
63276,548,380,0.0144978,0.00991919
63292,448,321,0.00934272,0.0077647
63308,6767,197,0.0565407,0.00484837
63324,3216,103,0.0093161,0.00996956
63340,5375,93,0.0148378,0.00732853
63356,624,168,0.00429499,0.0215054
63372,725,472,0.0251442,0.00989466
63388,176,142,0.00118933,0.032059
63404,1828,92,0.00520549,0.0141792
63420,5804,71,0.00943682,0.00818535
63436,2467,589,0.119811,0.00991915
63452,607,444,0.0209878,0.00863149
63468,741,471,0.0282902,0.00998721
63484,1790,179,0.0147921,0.00469601
63500,7741,111,0.0274347,0.00984631
63516,1862,486,0.0675695,0.00991739
63532,958,947,0.0846526,0.0131522
63548,2043,126,0.0103159,0.00720121
63564,669,92,0.00188017,0.0180276
63580,613,345,0.0150469,0.00681683
63596,654,640,0.032941,0.00954896
63612,371,138,0.00194796,0.0235514
63628,1740,82,0.00382785,0.024913
63644,477,136,0.00216832,0.0278191
63660,4269,81,0.00856309,0.0036688
63676,517,125,0.00251791,0.0250476
63692,996,600,0.0470375,0.00997625
63708,185,68,0.000455957,0.0624804
63724,1122,77,0.00201172,0.0266591
63740,574,244,0.0077873,0.00740107
63756,1259,66,0.00171082,0.0215621
63772,8636,160,0.0537483,0.00336881
63788,1695,85,0.00402928,0.00984966
63804,3469,98,0.00900325,0.00529365
63820,865,101,0.00246655,0.0259826
63836,2174,259,0.0306392,0.00692395
63852,268,225,0.00293275,0.0171659
63868,2184,615,0.113854,0.00999005
63884,1759,72,0.00269894,0.0135629
63900,391,154,0.00250029,0.0298811
63916,604,136,0.00279299,0.029557
63932,14385,101,0.049203,0.00650598
63948,4310,123,0.0185533,0.00951498
63964,246,106,0.000919152,0.041214
63980,4543,250,0.0579147,0.00661828
63996,1411,100,0.00403446,0.0172026
64012,3521,175,0.0257357,0.016076
64028,5856,207,0.058899,0.026144
64044,344,196,0.00329756,0.0307518
64060,6002,155,0.0372743,0.0294292
64076,1456,330,0.0299463,0.00828365
64092,2392,710,0.154764,0.00837452
64108,223,208,0.00219417,0.0254526
64124,1191,310,0.0239316,0.00731173
64140,1002,261,0.0155148,0.0163028
64156,1534,458,0.0535906,0.00975731
64172,5448,363,0.122925,0.00994914
64188,478,274,0.00788433,0.0154991
64204,3185,133,0.0143991,0.00499584
64220,2710,110,0.00938366,0.00508767
64236,5706,103,0.0158582,0.0180731
64252,215,120,0.00105206,0.0419469
64268,1789,513,0.0728054,0.00853344
64284,146,121,0.000873201,0.0462936
64300,2703,163,0.0173026,0.00635365
64316,101,91,0.000503352,0.016762
64332,906,124,0.00426546,0.0262242
64348,19944,73,0.0401834,0.0048144
64364,170,79,0.000581131,0.0656934
64380,5410,271,0.0801852,0.00855517
64396,132,82,0.000519783,0.0460952
64412,515,102,0.00162979,0.034388
64428,1470,400,0.0387538,0.00983565
64444,26630,68,0.0523845,0.00387058
64460,2426,67,0.00365216,0.0226569
64476,2787,304,0.0473529,0.00609471
64492,1349,538,0.0583748,0.00484143
64508,9757,147,0.0597884,0.00861614
64524,3910,188,0.0310879,0.00954935
64540,1392,194,0.0123542,0.00998909
64556,102,98,0.000602277,0.0382388
64572,714,80,0.00128204,0.0425206
64588,2516,451,0.0797412,0.00480172
64604,1055,240,0.0138747,0.0198337
64620,904,196,0.00847365,0.00852217
64636,390,238,0.00511756,0.0146816
64652,704,264,0.0104799,0.0131825
64668,313,130,0.00140843,0.0290129
64684,1654,873,0.141114,0.00718118
64700,4873,211,0.0477489,0.00531014
64716,3002,463,0.100322,0.00998709
64732,10352,96,0.030295,0.00472923
64748,1376,477,0.0485113,0.00999888
64764,1666,104,0.00492926,0.022373
64780,1842,354,0.0400958,0.00704824
64796,397,142,0.00222847,0.0320413
64812,12602,161,0.0879265,0.00317278
64828,9429,98,0.0286008,0.00355136
64844,7941,148,0.044875,0.00713028
64860,313,86,0.00081878,0.0355533
64876,217,180,0.00171417,0.0219589
64892,7202,184,0.0534047,0.00591315
64908,386,144,0.0020179,0.0228751
64924,1797,487,0.0677986,0.00787263
64940,2874,202,0.0257584,0.00477443
64956,884,65,0.00124441,0.0312724
64972,3755,391,0.0995618,0.00655907
64988,949,165,0.00682451,0.00785496
65004,1361,384,0.0347945,0.00997524
65020,155,77,0.000525689,0.0330233
65036,1324,215,0.0149478,0.00474086
65052,19509,69,0.0371027,0.00252353
65068,505,92,0.00137669,0.0269233
65084,317,112,0.00116837,0.031988
65100,18387,71,0.0363627,0.00529123
65116,654,308,0.0128615,0.00945742
65132,2679,273,0.040602,0.00945261
65148,19860,90,0.062059,0.00184726
65164,14528,112,0.0612626,0.000524542
65180,1781,728,0.119494,0.0048542
65196,1627,830,0.135044,0.00461429
65212,1025,159,0.0084647,0.019532
65228,773,78,0.00142822,0.0340705
65244,100,77,0.000384712,0.0587224
65260,146,66,0.000379502,0.0490546
65276,4682,203,0.0425396,0.00387319
65292,1270,372,0.0321505,0.00948564
65308,653,574,0.0308493,0.0087543
65324,2677,640,0.144846,0.00959865
65340,1446,118,0.00609902,0.0190285
65356,2173,609,0.111561,0.00748803
65372,7128,92,0.0191816,0.00505821
65388,682,99,0.00180044,0.0276576
65404,2797,185,0.0225748,0.0149412
65420,351,314,0.00721155,0.0228704
65436,1806,73,0.00302639,0.0186633
65452,1567,824,0.125384,0.00523785
65468,2650,163,0.0168181,0.00745982
65484,8922,96,0.0249803,0.0107669
65500,6257,83,0.0135632,0.00723907
65516,272,168,0.00182097,0.0350476
65532,2161,122,0.00949094,0.00694016
13,1743,203,0.0169983,0.0106958
29,77,71,0.000284365,0.0547774
45,560,332,0.0122278,0.00884017
61,184,124,0.00100076,0.0537513
77,275,76,0.000600262,0.0521182
93,236,191,0.00214651,0.0313286
109,18303,105,0.0634612,0.00586042
125,1006,265,0.0157595,0.0110127
141,1192,326,0.0249792,0.00863206
157,548,462,0.0192658,0.00725255
173,430,83,0.000997418,0.0291058
189,1162,258,0.0169981,0.00810124
205,9382,67,0.016141,0.00974393
221,1170,102,0.00342558,0.0219496
237,1210,177,0.0102379,0.0230307
253,17684,99,0.0593365,0.0278318
269,4401,140,0.0227193,0.0033826
285,787,106,0.00263169,0.0352047
301,23558,75,0.053594,0.00314563
317,1179,127,0.00628064,0.0398517
333,1052,258,0.0156918,0.016582
349,5971,135,0.0272199,0.00586193
365,1961,107,0.00666708,0.0248173
381,311,169,0.00219192,0.0359509
397,11176,132,0.0570429,0.00876515
413,6395,182,0.0482882,0.00368498
429,1816,114,0.00701006,0.00797399
445,3557,390,0.0913788,0.00975128
461,316,131,0.00152955,0.0481916
477,773,158,0.00566213,0.0247105
493,129,102,0.000681846,0.0464048
509,147,86,0.000580475,0.0464722
525,3141,125,0.014421,0.0140919
541,9871,84,0.0259265,0.006616
557,5047,201,0.0435392,0.00443516
573,2258,68,0.00337599,0.018998
589,2124,140,0.0110108,0.00996758
605,5068,122,0.0204673,0.00803329
621,718,106,0.00226192,0.0348176
637,4045,103,0.0115868,0.013946
653,6763,122,0.0272516,0.00206166
669,72,67,0.000257175,0.094802
685,234,81,0.000611934,0.0418913
701,2693,217,0.0279959,0.00505247
717,269,88,0.000733331,0.0478655
733,208,87,0.000669052,0.0446921
749,581,110,0.00219979,0.0250787
765,155,109,0.000774856,0.0421425
781,969,155,0.0064852,0.0223787
797,488,154,0.00305519,0.0367067
813,123,64,0.000325978,0.081213
829,10977,96,0.0329493,0.00833485
845,3093,75,0.00556329,0.00984505
861,1366,463,0.0485954,0.00472285
877,960,356,0.0225552,0.00942862
893,3101,317,0.0585469,0.00992438
909,210,115,0.00100004,0.0437253
925,9905,123,0.0467404,0.00432588
941,8203,123,0.0470401,0.0073932
957,1243,156,0.00824073,0.00996166
973,253,123,0.00125659,0.0413691
989,2898,237,0.03449,0.00228307
1005,343,320,0.00692223,0.00949448
1021,5237,85,0.0115392,0.00947716
1037,983,460,0.0340108,0.00725204
1053,2050,717,0.146925,0.0099522
1069,13843,83,0.0377734,0.00797747
1085,740,521,0.029118,0.00994895
1101,179,145,0.00116385,0.0236691
1117,87,78,0.000356336,0.0600787
1133,322,216,0.00321522,0.022001
1149,642,95,0.00198594,0.0293857
1165,2722,362,0.0610735,0.00732233
1181,459,408,0.0130706,0.0115091
1197,292,170,0.00231691,0.0330839
1213,18802,83,0.0508695,0.00206037
1229,1648,911,0.152179,0.00961054
1245,3902,403,0.102693,0.00822788
1261,3054,387,0.0777419,0.00925334
1277,182,131,0.00107609,0.0288098
1293,4601,259,0.0657756,0.00418372
1309,3224,120,0.012571,0.00468631
1325,579,386,0.0162653,0.00711692
1341,5148,120,0.0202395,0.0140722
1357,970,850,0.0755972,0.00347806
1373,3205,91,0.00878284,0.00872534
1389,348,121,0.00149398,0.0291045
1405,645,122,0.00283253,0.0176372
1421,823,725,0.0546332,0.00392831
1437,1308,187,0.0117144,0.00881063
1453,1614,296,0.0280633,0.00825184
1469,167,97,0.000740977,0.0497544
1485,4102,88,0.0118173,0.0143495
1501,459,90,0.00118676,0.0276258
1517,149,110,0.000756974,0.0398017
1533,1641,96,0.00421613,0.0252697
1549,5043,124,0.0215439,0.00704222
1565,654,400,0.0179076,0.00993314
1581,2683,630,0.146872,0.00957492
1597,1965,214,0.020482,0.0098516
1613,24584,68,0.0622645,0.00188656
1629,2821,98,0.00756194,0.00542508
1645,127,92,0.000620797,0.0419513
1661,628,184,0.00506683,0.0113613
1677,1424,607,0.0728049,0.00827928
1693,19791,69,0.0369751,0.0030463
1709,4018,276,0.0586726,0.00957673
1725,1022,84,0.00242691,0.0203027
1741,536,142,0.00295987,0.0156198
1757,6463,315,0.116874,0.00924466
1773,4092,357,0.108972,0.00156722
1789,361,105,0.00117941,0.0340268
1805,124,94,0.000624765,0.0333187
1821,732,659,0.0399652,0.00613371
1837,341,118,0.00143822,0.026664
1853,174,84,0.000631949,0.0564904
1869,6095,196,0.0489879,0.00426431
1885,1422,65,0.00193201,0.0226822
1901,235,120,0.00104412,0.0299435
1917,697,616,0.0348334,0.00993166
1933,10074,69,0.0178294,0.00420419
1949,19075,103,0.0649711,0.00444553
1965,1658,252,0.0225675,0.0142871
1981,2743,354,0.0608443,0.00868348
1997,2328,292,0.0382691,0.00399003
2013,5832,102,0.0151891,0.00699679
2029,1749,68,0.00261171,0.031053
2045,13831,74,0.0286715,0.00954224
2061,1246,110,0.00440843,0.00954341
2077,3101,197,0.0269599,0.00361606
2093,4372,409,0.116647,0.00973542
2109,2314,430,0.069064,0.00788966
2125,6466,287,0.106462,0.00822195
2141,3363,278,0.0520506,0.0043325
2157,3798,123,0.0163857,0.0147401
2173,2275,340,0.0477471,0.00545759
2189,167,134,0.00105058,0.0264654
2205,1433,85,0.00347054,0.016026
2221,2852,135,0.013387,0.0160447
2237,8664,171,0.0632574,0.00976547
2253,611,233,0.00789413,0.0213289
2269,616,135,0.00306669,0.0133572
2285,1237,107,0.00431637,0.0262293
2301,1033,207,0.0116398,0.00995932
2317,1286,184,0.0107178,0.0162668
2333,131,66,0.00034704,0.0501384
2349,2883,118,0.011583,0.0147959
2365,12036,135,0.0629589,0.00626767
2381,8360,183,0.0681298,0.00536439
2397,623,92,0.00171875,0.0204751
2413,427,90,0.00118243,0.0224086
2429,141,79,0.000513554,0.0520962
2445,15707,70,0.0313635,0.0043843
2461,1869,78,0.00358274,0.0184256
2477,8772,79,0.0190068,0.00954296
2493,737,217,0.00847041,0.00906804
2509,2694,590,0.13042,0.00982755
2525,3256,265,0.0452015,0.0031328
2541,614,272,0.0098224,0.00954004
2557,154,79,0.000540704,0.0390422
2573,259,73,0.000551714,0.0603388
2589,2153,774,0.161624,0.00671979
2605,1346,566,0.0611362,0.00534466
2621,16834,69,0.0322425,0.00967613
2637,1754,489,0.063197,0.00551924
2653,745,76,0.00132776,0.0228113
2669,10816,188,0.0973255,0.00479502
2685,1509,464,0.04976,0.00999804
2701,238,231,0.00282416,0.0289978
2717,1463,342,0.0341518,0.0303956
2733,730,88,0.00191268,0.0228072
2749,2507,112,0.00892615,0.0323198
2765,13839,79,0.0362272,0.00256705
2781,482,98,0.0012578,0.0274729
2797,850,80,0.00163683,0.0453709
2813,6394,128,0.0247804,0.0297
2829,271,97,0.000855353,0.0494795
2845,608,293,0.0109649,0.00999847
2861,5598,342,0.114527,0.00922276
2877,1773,694,0.112211,0.00652315
2893,254,85,0.000725001,0.0318471
2909,10344,112,0.0405793,0.00722856
2925,535,264,0.0081013,0.00927536
2941,6624,107,0.0202639,0.00456959
2957,1398,808,0.103607,0.0097836
2973,1252,768,0.0877198,0.0105794
2989,685,578,0.0324599,0.0065266
3005,621,366,0.0165259,0.0155962
3021,9295,105,0.0311846,0.00711315
3037,2464,285,0.0407714,0.00997917
3053,299,114,0.00120161,0.0297167
3069,1079,127,0.00555344,0.00972694
3085,3575,210,0.0344544,0.00591939
3101,409,189,0.0036494,0.0140505
3117,4182,90,0.010833,0.00326128
3133,2712,170,0.0187697,0.0182414
3149,3601,188,0.0296284,0.00370749
3165,958,711,0.0624584,0.00821285
3181,347,260,0.00514546,0.0193071
3197,3602,70,0.00558523,0.00585358
3213,933,69,0.00140989,0.0249616
3229,3805,166,0.0237849,0.00324935
3245,567,138,0.00284566,0.0253658
3261,191,185,0.00176087,0.0347591
3277,1213,82,0.00255048,0.0235119
3293,1068,576,0.0483011,0.00782149
3309,1750,217,0.0187338,0.0119229
3325,608,325,0.013017,0.0168807
3341,1286,610,0.0653953,0.00967115
3357,143,94,0.000648395,0.0303536
3373,653,331,0.0151317,0.00960429
3389,449,143,0.00257708,0.0223573
3405,489,176,0.00357267,0.0211933
3421,547,97,0.00135325,0.0450724
3437,954,161,0.00646165,0.0209808
3453,294,165,0.00197181,0.0195088
3469,915,189,0.00859464,0.00918086
3485,9336,118,0.0406993,0.00944971
3501,6358,88,0.0144279,0.00636545
3517,13204,157,0.0962185,0.00313681
3533,7876,70,0.012834,0.00949019
3549,1382,825,0.108352,0.00990686
3565,372,105,0.00114972,0.0428329
3581,161,68,0.000431851,0.0519758
3597,1043,260,0.0160629,0.00733522
3613,8295,182,0.0659688,0.0020418
3629,937,884,0.0776951,0.0062703
3645,456,102,0.00131142,0.0431725
3661,600,168,0.00402448,0.011423
3677,2077,839,0.1787,0.00725876
3693,17270,85,0.0473326,0.0052435
3709,662,310,0.0134823,0.00991244
3725,2328,91,0.00661005,0.01801
3741,111,100,0.000653849,0.0488941
3757,2167,182,0.0175812,0.00482887
3773,284,211,0.00290336,0.0226286
3789,2300,149,0.0133499,0.0034452
3805,859,174,0.00698289,0.0161668
3821,4688,378,0.110071,0.00994146
3837,7756,97,0.0205171,0.00983269
3853,97,69,0.000309277,0.0540319
3869,678,76,0.00114595,0.0396144
3885,867,96,0.00206811,0.0234384
3901,1021,301,0.0215188,0.0127239
3917,2585,72,0.00411189,0.00754954
3933,1289,271,0.0216224,0.0115679
3949,3799,254,0.0509733,0.0067433
3965,4333,284,0.0676027,0.00755644
3981,1725,139,0.00914788,0.00810369
3997,2180,805,0.16866,0.00609391
4013,354,72,0.000591064,0.0394939
4029,6052,96,0.0146534,0.0110352
4045,415,314,0.0087162,0.0091057
4061,6193,267,0.0868178,0.00220443
4077,2326,277,0.0363943,0.00972325
4093,1842,194,0.0159793,0.0141063
4109,2782,412,0.075588,0.00247126
4125,580,390,0.0162831,0.00793378
4141,1089,201,0.0107679,0.016976
4157,2343,66,0.0033566,0.0148982
4173,1076,830,0.083282,0.00985958
4189,147,117,0.000840716,0.0352636
4205,305,169,0.00205124,0.0430855
4221,222,220,0.00235133,0.0286716
4237,810,99,0.0022753,0.0279822
4253,8873,119,0.0384495,0.0039667
4269,743,320,0.0156081,0.00965749
4285,6269,71,0.00970043,0.0152235
4301,8535,135,0.0417029,0.00999558
4317,1619,65,0.00227636,0.0172652
4333,2622,694,0.164784,0.0070127
4349,861,74,0.0014437,0.0410003
4365,131,101,0.000675436,0.0412982
4381,12980,105,0.0467802,0.0167336
4397,7094,68,0.0104601,0.00700429
4413,4542,230,0.0489626,0.00445313
4429,260,145,0.00147954,0.0210679
4445,1995,317,0.0387509,0.00881803
4461,1117,592,0.0538775,0.00989706
4477,7962,126,0.0375218,0.00912716
4493,146,133,0.00102789,0.0451405
4509,3110,316,0.0565456,0.00716453
4525,1453,75,0.00254958,0.0296085
4541,5048,254,0.0675834,0.0213898
4557,2343,164,0.0154462,0.0135846
4573,1587,255,0.0233545,0.00373513
4589,1922,408,0.0506989,0.00994279
4605,2329,261,0.0331544,0.0167516
4621,357,169,0.00269059,0.0231063
4637,327,100,0.00096795,0.0334419
4653,174,71,0.000496032,0.0411552
4669,5509,85,0.012959,0.00663897
4685,375,356,0.00869844,0.00920917
4701,916,630,0.0479766,0.0097777
4717,959,923,0.0879444,0.00626841
4733,1719,203,0.016736,0.0139879
4749,2942,91,0.00797827,0.00547332
4765,688,83,0.00152763,0.0355789
4781,6153,117,0.024152,0.0096039
4797,584,99,0.00152444,0.0363872
4813,4375,215,0.0446926,0.0099384
4829,2073,152,0.0124068,0.00852702
4845,731,559,0.0341377,0.00996397
4861,1430,273,0.0223949,0.00486999
4877,9548,102,0.0308247,0.0098129
4893,559,124,0.00258384,0.0262125
4909,1699,92,0.00482717,0.00994231
4925,809,69,0.00125529,0.0482686
4941,1742,570,0.0790466,0.00710842
4957,5514,182,0.0406369,0.00564828
4973,4949,268,0.0713622,0.00774419
4989,2599,676,0.162011,0.0294734
5005,7673,120,0.0311369,0.0118891
5021,360,212,0.00359242,0.0238348
5037,519,80,0.00102747,0.0303938
5053,1608,120,0.00656138,0.00914755
5069,2098,347,0.0464907,0.00988403
5085,2416,75,0.00430989,0.00954803
5101,2301,341,0.0508092,0.0124179
5117,132,70,0.000396388,0.0571461
5133,303,67,0.00053002,0.0494121
5149,1379,836,0.112764,0.00963472
5165,916,456,0.0304189,0.0117507
5181,292,140,0.00152041,0.0388282
5197,327,110,0.00122453,0.0320837
5213,157,64,0.000383905,0.0587637
5229,293,287,0.0052591,0.0242937
5245,84,65,0.000257338,0.0606137
5261,898,252,0.0129728,0.00713341
5277,3832,112,0.0127174,0.00997609
5293,309,272,0.00436679,0.0244222
5309,10497,140,0.0568626,0.00441557
5325,188,154,0.00132567,0.0247707
5341,852,293,0.0161115,0.00917498
5357,492,80,0.000926131,0.0394448
5373,5271,272,0.0754213,0.00856752
5389,1764,177,0.0135397,0.00353782
5405,4488,147,0.0243854,0.00995668
5421,2420,603,0.121148,0.00530388
5437,309,143,0.00175348,0.0353144
5453,241,103,0.000888048,0.0438683
5469,127,76,0.000448194,0.0526652
5485,1774,730,0.119347,0.00729211
5501,1206,427,0.036954,0.00952861
5517,140,91,0.000612009,0.0434497
5533,351,203,0.00357316,0.0250924
5549,235,90,0.000757066,0.0320587
5565,2602,302,0.0450484,0.00751668
5581,1386,806,0.105219,0.00947997
5597,5083,185,0.0393972,0.00238069
5613,1344,79,0.00274158,0.0267825
5629,555,119,0.00238409,0.0200934
5645,754,442,0.0240634,0.0143446
5661,3146,170,0.0211413,0.00779814
5677,1437,137,0.00726402,0.00977312
5693,1899,113,0.00696917,0.00389836
5709,600,89,0.00155152,0.0296653
5725,6972,164,0.042716,0.00647999
5741,21276,79,0.0514513,0.00448146
5757,8314,219,0.0892426,0.0060975
5773,155,151,0.0012317,0.0256715
5789,9178,114,0.036951,0.00657731
5805,16501,105,0.0581742,0.00499663
5821,247,111,0.00104726,0.0430418
5837,1339,217,0.0148976,0.0106298
5853,302,150,0.00185502,0.0278504
5869,1129,106,0.00376146,0.0201798
5885,1050,126,0.00529479,0.00855226
5901,503,85,0.00115923,0.0372059
5917,354,122,0.00154988,0.032882
5933,1772,123,0.0080713,0.00541287
5949,506,85,0.00117902,0.0369666
5965,7245,133,0.0318362,0.00965898
5981,2546,390,0.0651447,0.00896359
5997,1379,345,0.0312663,0.00776628
6013,762,224,0.00863889,0.00662432
6029,208,109,0.000867001,0.0265802
6045,2047,68,0.00327594,0.0154504
6061,4315,120,0.0165718,0.0063048
6077,11222,71,0.02194,0.00968613
6093,269,123,0.00129473,0.0263147
6109,1257,411,0.0369228,0.00989835
6125,15764,97,0.0531457,0.00544044
6141,5815,297,0.0969246,0.00717431
6157,6299,175,0.0454225,0.00649045
6173,578,349,0.0141048,0.00997173
6189,946,152,0.00579039,0.0143716
6205,223,76,0.000569548,0.0376695
6221,4538,135,0.0208644,0.0335767
6237,275,148,0.00159143,0.0356441
6253,3777,374,0.0882189,0.00556229
6269,3320,163,0.0207469,0.00966742
6285,1727,158,0.011689,0.00333975
6301,3023,598,0.150365,0.00690956
6317,441,95,0.00141869,0.0380824
6333,4301,82,0.00896454,0.00671489
6349,5535,338,0.111541,0.00851192
6365,930,670,0.054516,0.00396944
6381,10251,108,0.0376026,0.00615362
6397,2072,467,0.0709629,0.0084004
6413,386,66,0.000602199,0.0326682
6429,755,609,0.0384626,0.00972798
6445,1820,381,0.0461963,0.00984348
6461,2542,350,0.0555279,0.00967912
6477,3944,112,0.0130069,0.0037684
6493,2434,618,0.125456,0.00859452
6509,15672,101,0.054206,0.00176186
6525,1480,514,0.0574234,0.00713311
6541,373,88,0.000922575,0.0361213
6557,367,186,0.00322345,0.0258217
6573,539,534,0.0237842,0.00577753
6589,1157,86,0.00273305,0.0164578
6605,4259,79,0.00850413,0.0116397
6621,6664,159,0.0441306,0.00998953
6637,516,121,0.00233475,0.0226343
6653,7251,174,0.0505304,0.00850425
6669,22851,70,0.0440697,0.00442049
6685,4363,97,0.0111391,0.00516553
6701,1327,258,0.0194665,0.00447574
6717,962,256,0.0137076,0.00946293
6733,17585,68,0.0320713,0.00347275
6749,429,84,0.000973427,0.0466105
6765,512,218,0.00716623,0.00862608
6781,3359,388,0.0840499,0.00991808
6797,3031,92,0.00851097,0.00395331
6813,661,78,0.0012001,0.0315247
6829,2773,77,0.00516775,0.0251749
6845,602,276,0.0100549,0.00843343
6861,849,342,0.0203325,0.0142886
6877,4089,279,0.0749083,0.00555188
6893,3110,119,0.0128037,0.00418072
6909,381,195,0.00361392,0.0176363
6925,3132,346,0.0663073,0.00977951
6941,3994,479,0.139729,0.00646492
6957,2775,161,0.017234,0.00995892
6973,2509,98,0.00667309,0.00490594
6989,261,247,0.00366216,0.0245276
7005,2082,145,0.0113794,0.00560013
7021,1353,289,0.0240731,0.0202754
7037,755,403,0.0233449,0.00763412
7053,2531,349,0.0555985,0.00975534
7069,1736,333,0.0358795,0.00937981
7085,1210,613,0.0619723,0.00838161
7101,231,204,0.00219017,0.0281862
7117,1966,79,0.00399395,0.0177269
7133,12931,93,0.0429304,0.00635953
7149,3821,124,0.0163853,0.0105573
7165,6192,97,0.0151131,0.0115383
7181,2462,371,0.0593211,0.00918085
7197,18840,94,0.0643506,0.00376552
7213,1237,64,0.00151021,0.0369582
7229,75,66,0.000248232,0.075432
7245,278,100,0.0008854,0.0320541
7261,2838,131,0.012502,0.00425742
7277,4908,79,0.00972945,0.00977324
7293,1729,551,0.0767636,0.00807974
7309,3787,494,0.137722,0.00713561
7325,4523,64,0.00569024,0.00742292
7341,2780,167,0.0190413,0.00313004
7357,4808,417,0.135365,0.0290521
7373,4879,115,0.0175394,0.0099077
7389,802,86,0.00188139,0.0223455
7405,672,394,0.0188655,0.00976972
7421,5879,99,0.015489,0.0127587
7437,267,130,0.0012349,0.029957
7453,3177,165,0.0202723,0.00890021
7469,16824,66,0.0308511,0.00978631
7485,1933,600,0.0950171,0.00910617
7501,1827,157,0.012155,0.00671414
7517,226,105,0.000853681,0.0450036
7533,511,410,0.0174837,0.0126642
7549,9793,86,0.0265199,0.0054979
7565,261,115,0.00112913,0.0311526
7581,2500,132,0.0108226,0.00250759
7597,4454,95,0.0131697,0.00760157
7613,15487,101,0.0526366,0.00732964
7629,76,73,0.000304338,0.0717014
7645,5405,100,0.0141224,0.016473
7661,5113,124,0.0222661,0.0109944
7677,719,460,0.0245883,0.00913512
7693,1740,83,0.0039197,0.026241
7709,257,130,0.00128614,0.0582965
7725,10138,134,0.0509045,0.003074
7741,6489,160,0.0369662,0.00977798
7757,859,90,0.0022902,0.0266086
7773,10085,110,0.0382808,0.00511494
7789,1753,68,0.00258348,0.0177676
7805,3222,110,0.0109522,0.000740414
7821,246,104,0.000846849,0.0392933
7837,1692,221,0.019262,0.0124869
7853,515,185,0.00487023,0.0149975
7869,907,624,0.0471851,0.00433444
7885,169,154,0.0012307,0.024154
7901,382,330,0.00825794,0.00982474
7917,225,223,0.00250193,0.0336069
7933,881,702,0.0562928,0.00925428
7949,3670,415,0.102987,0.00992654
7965,110,103,0.000679667,0.0348416
7981,3558,220,0.0366337,0.00912575
7997,1590,905,0.144118,0.0048374
8013,104,72,0.000351545,0.0805118
8029,1866,67,0.00276792,0.029691
8045,21289,69,0.0412268,0.00522622
8061,4816,138,0.0224648,0.00653196
8077,916,131,0.00438932,0.00866772
8093,1824,386,0.0461007,0.0106873
8109,6253,226,0.0659167,0.0152898
8125,206,138,0.0012066,0.0398044
8141,821,109,0.00284636,0.0233414
8157,660,182,0.00556932,0.00982536
8173,1145,108,0.00381371,0.0124026
8189,481,442,0.0159965,0.00992929
8205,7439,70,0.011623,0.00632078
8221,7304,218,0.0735849,0.00445813
8237,1769,582,0.0848179,0.00417582
8253,6810,223,0.0738429,0.00386067
8269,5266,247,0.0665711,0.00615448
8285,9043,131,0.0417972,0.00341252
8301,8439,115,0.0330651,0.00265272
8317,264,124,0.00126155,0.0421679
8333,8394,93,0.0250871,0.00941313
8349,4519,297,0.0753319,0.00775396
8365,14120,142,0.0852634,0.00846991
8381,523,195,0.00509295,0.0167517
8397,4154,253,0.0554075,0.00685343
8413,553,552,0.0239767,0.0132779
8429,1006,299,0.0197972,0.0232995
8445,1938,202,0.0179133,0.0099252
8461,6196,252,0.0795751,0.00710038
8477,608,189,0.00561786,0.0169706
8493,12502,117,0.0566077,0.00584182
8509,697,176,0.00534952,0.00724217
8525,2722,341,0.0571305,0.00872827
8541,857,203,0.00883304,0.00970917
8557,1440,461,0.0477394,0.00989069
8573,277,154,0.00169944,0.0249463
8589,1064,100,0.00295187,0.0129585
8605,4223,316,0.0762146,0.00992937
8621,450,384,0.0117981,0.0177486
8637,1476,147,0.00879947,0.00962239
8653,2695,102,0.00770591,0.00940107
8669,284,108,0.00101605,0.0415207
8685,255,93,0.000837968,0.0499134
8701,414,129,0.00180841,0.0250205
8717,1005,423,0.0316959,0.0094079
8733,1536,428,0.0548213,0.00904242
8749,9904,169,0.0720479,0.0068128
8765,574,108,0.00184195,0.021901
8781,531,177,0.00427267,0.0256298
8797,396,371,0.0100306,0.00691496
